Sub Brand,Model,Part no.,Processor,RAM,Storage,Graphics,OS/MSO,Features,Display,Colour,Service,Category, SRP ,SRP without Tax,New Bag Price,Bag without TAX,SRP-BAG without tax,NDP,MRP,Final Price,Image
Pavilion Plus 14, Pavilion Plus 14-ew0107TU,B6MK7PA,Intel 13th Gen Core i5-1335U  ,16GB 5200 LPDDR5X on-board  ,512 GB SSD,Intel Iris Xe ,Windows 11 MS Office Home 2024 India + 1yr M365 Basic  & Zenvo Pen Natural Silver 2-layer paper box ,"Backlit KBD,  B&O Audio+ TNR + 5 MP IR Camera + Thunderbolt USB C-Type charging port",14.0 WUXGA (1920x1200) Antiglare IPS 300 nits Narrow Border flat  ,Natural Silver,"1 year onsite warranty , International warranty in Select Countries",Premium,85499,72457,1936,1641,70816,65382,94441,81173,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611086/Laptop/HP/%20Pavilion%20Plus%2014-ew0107TU.webp
Pavilion Plus 14,HP Pavilion Plus 14-ew1082TU,A3WE3PA,Intel EVO Ultra 5-125H (AI-enhanced),16GB LPDDR5X on-board,512 GB SSD,Intel Arc Graphics,Windows  11  Microsoft Office  Home  & Student Edition 2021,"Backlit KBD,  B&O Audio+ TNR + 5 MP IR Camera + Thunderbolt USB C-Type charging port",14.0 WQXGA (2560x1600) Antiglare Lw BluLt IPS 300 nits VRR 48-120Hz,Moonlight Blue,"1 year onsite warranty , International warranty in Select Countries",Premium,103499,87711,1936,1641,86070,79466,114784,98262,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611120/Laptop/HP/HP%20Pavilion%20Plus%2014-ew1082TU.webp
Pavilion X360,HP Pav X360 Convert 14-ek1151TU,B6PA3PA,Intel 13th Gen Core i5-1335U  ,16GB 3200 DDR4 on-board ,1TB SSD,Intel Iris Xe ,Windows 11 MS Office Home 2024 India + 1yr M365 Basic  & Zenvo Pen Natural Silver 2-layer paper box ,"Zenvo Pen Natural Silver 2, Backlit KBD, Pale Rose Gold   NSV - 5MP TNR, B&O Audio",Touch/14.0 FHD (1920x1080) IPS 250 nits Narrow Border ,Pale Rose Gold,"1 year onsite warranty , International warranty in Select Countries",Premium,92499,78389,1936,1641,76748,70859,102352,87819,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611116/Laptop/HP/HP%20Pav%20X360%20Convert%2014-ek1151TU.webp
Pavilion X360,HP Pav x360 Laptop 14-ek2033TU,A2QQ2PA,Intel 14th Gen Core 3-100U ,8GB DDR4,512 GB SSD,Intel Iris Xe ,Windows  11  Microsoft Office  Home  & Student Edition 2021,"Zenvo Pen Natural Silver 2, Backlit KBD,  B&O Audio+ TNR + 5 MP Camera ",Touch/14 FHD IPS 300 nits Narrow Border,Natural Silver,"1 year onsite warranty , International warranty in Select Countries",Premium,69499,58897,1936,1641,57257,52863,76358,65982,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611117/Laptop/HP/HP%20Pav%20x360%20Laptop%2014-ek2033TU.webp
Gaming,OMEN Gaming Laptop 16-an0012TX,C78GKPA,Ultra 9-285H, 32GB DDR5,1TB SSD,RTX 5070 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,184999,156779,0,0,156779,147864,213581,175638,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611127/Laptop/HP/OMEN%20Gaming%20Laptop%2016-an0012TX.webp
Gaming,OMEN Gaming Laptop 16-ap0182AX,C80W5PA, Ryzen 9-8940HX ,24GB DDR5 Upgradeable,1TB SSD,RTX 5070 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,179999,152542,0,0,152542,143973,207960,170891,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611130/Laptop/HP/OMEN%20Gaming%20Laptop%2016-ap0182AX.webp
Gaming,OMEN Gaming Laptop 16-am0279TX,C57F3PA,Core i9-14900HX,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,174999,148304,0,0,148304,140081,202340,166144,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611126/Laptop/HP/OMEN%20Gaming%20Laptop%2016-am0279TX.webp
Gaming,OMEN Gaming Laptop 16-ap0181AX,C74VNPA,Ryzen 9-8940HX ,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,169999,144067,0,0,144067,136190,196719,161397,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611129/Laptop/HP/OMEN%20Gaming%20Laptop%2016-ap0181AX.webp
Gaming,OMEN Gaming Laptop 16-am0238TX,C25MTPA,Ultra 7-255H,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,164999,139830,0,0,139830,132299,191099,156650,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611122/Laptop/HP/OMEN%20Gaming%20Laptop%2016-am0238TX.webp
Gaming,OMEN Gaming Laptop 16-an0015TX,C78GNPA, Ultra 7-255H,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,159999,135592,0,0,135592,128408,185478,151903,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611128/Laptop/HP/OMEN%20Gaming%20Laptop%2016-an0015TX.webp
Gaming,OMEN Gaming Laptop  16-am0239TX,C25MVPA,Core i7-14650HX,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,159999,135592,0,0,135592,128408,185478,151903,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611121/Laptop/HP/OMEN%20Gaming%20Laptop%20%2016-am0239TX.webp
Gaming,OMEN Gaming Laptop 16-ap0183AX,C7LU0PA,Ryzen AI 7 350,24GB DDR5 Upgradeable,1TB SSD, RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,159999,135592,0,0,135592,128408,185478,151903,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611131/Laptop/HP/OMEN%20Gaming%20Laptop%2016-ap0183AX.webp
Gaming,OMEN Gaming Laptop 16-am0240TX,C25MWPA,Ultra 7-255H,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,154999,131355,0,0,131355,124517,179858,147156,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611123/Laptop/HP/OMEN%20Gaming%20Laptop%2016-am0240TX.webp
Gaming,OMEN Gaming Laptop 16-am0241TX,C25MXPA,Core i7-14650HX,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,149999,127118,0,  -   ,127118,120626,174237,142409,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611124/Laptop/HP/OMEN%20Gaming%20Laptop%2016-am0241TX.webp
Gaming,OMEN Gaming Laptop16-ap0165AX,C2XD2PA,Ryzen AI 7 350,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,149999,127118,0,  -   ,127118,120626,174237,142409,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611132/Laptop/HP/OMEN%20Gaming%20Laptop16-ap0165AX.webp
Gaming,OMEN Gaming Laptop 16-am0277TX,C5BW1PA,Core 7 - 240H,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD SDB CP BL-RGB 4Zone numkypd INDIA,16.0 2K (1920x1200) Antiglare Low Blue Light IPS 165Hz 400 nits,Shadow Black - 1080p IR TNR PVCY ST  [A58DPAV],"1 year onsite warranty , International warranty in Select Countries",Super Premium,137999,116948,0,  -   ,116948,111287,160748,131016,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611125/Laptop/HP/OMEN%20Gaming%20Laptop%2016-am0277TX.webp
Gaming,Victus Gaming Laptop 15-fa2405TX,CF5L7PA, Core 7 - 240H,24GB DDR5 Upgradeable,1TB SSD,RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD MSGISKPTCP+ISBL-RGB1Zonenum,15.6 FHD (1920x1080) AG IPS 144Hz 300 nits,Mica Silver ,1 year onsite warranty ,Premium,130999,111016,0,  -   ,111016,105627,152573,124370,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611136/Laptop/HP/Victus%20Gaming%20Laptop%2015-fa2405TX.webp
Gaming,Victus Gaming Laptop 15-fa2409TX,CF5M6PA, Core 7 - 240H,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD MSGISKPTCP+ISBL-RGB1Zonenum,15.6 FHD (1920x1080) AG IPS 144Hz 300 nits,Mica Silver ,1 year onsite warranty ,Premium,120999,102542,0,  -   ,102542,97803,141271,114876,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611137/Laptop/HP/Victus%20Gaming%20Laptop%2015-fa2409TX.webp
Gaming,Victus 15-fa2308TX,C25MRPA,Core i7-13620H,24GB DDR5 Upgradeable,1TB SSD,RTX 5060 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD MSGISKPTCP+ISBL-RGB1Zonenum,15.6 FHD (1920x1080) AG IPS 144Hz 300 nits,Mica Silver ,1 year onsite warranty ,Premium,130999,111016,0,  -   ,111016,105627,152573,124370,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611133/Laptop/HP/Victus%2015-fa2308TX.webp
Gaming,Victus 15-fa2309TX,C25MSPA,Core i7-13620H,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD MSGISKPTCP+ISBL-RGB1Zonenum,15.6 FHD (1920x1080) AG IPS 144Hz 300 nits,Mica Silver ,1 year onsite warranty ,Premium,120999,102542,0,  -   ,102542,97803,141271,114876,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611134/Laptop/HP/Victus%2015-fa2309TX.webp
Gaming,Victus 15-fb3185AX,C28DWPA,Ryzen 7 260,24GB DDR5 Upgradeable,1TB SSD,RTX 5050 8GB,XboXPC Game Pass 3M & MS Office Home 2024 India + 1yr M365 Basic ,KBD MSGISKPTCP+ISBL-RGB1Zonenum,15.6 FHD (1920x1080) AG IPS 144Hz 300 nits,Mica Silver ,1 year onsite warranty ,Premium,115999,98304,0,  -   ,98304,93891,135620,110129,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611135/Laptop/HP/Victus%2015-fb3185AX.webp
HP 15,15-fd1254TU,BG6E6PA,Ultra 5-125H,16GB DDR5,512 GB SSD,Intel Arc graphics,MS Office Home 2024+ 1yr M365 Basic,Backlit Island KBD with N’Pad,15.6 FHD (1920x1080) AG IPS 300 nits/NSV,Natural Silver,"1 year onsite warranty , International warranty in Select Countries",Core,78999,66948,1116,946,61765,60639,87590,75002,https://res.cloudinary.com/dvleiqhbw/image/upload/v1767611088/Laptop/HP/15-fd1254TU.webp
